"cik";"accensionNumber";"reportDate";"form";"doc_link"
"1372612";"0000950170-23-007573";"2023-01-31";"10-K";"box-20230131.htm"
"1817358";"0001817358-23-000062";"2023-01-28";"10-K";"aso-20230128.htm"
"825542";"0001546380-23-000037";"2023-09-30";"10-K";"smg-20230930.htm"
"1104485";"0001104485-24-000045";"2023-12-31";"10-K";"nog-20231231.htm"
"1326110";"0001326110-24-000037";"2023-12-31";"10-K";"ibrx-20231231.htm"
"1530721";"0001530721-23-000087";"2023-04-01";"10-K";"cpri-20230401.htm"
"0000913142";"0000913142-24-000007";"2023-12-31";"10-K";"bdc-20231231.htm"
"1587732";"0001587732-24-000013";"2023-12-31";"10-K";"ogs-20231231.htm"
"1070412";"0001070412-24-000015";"2023-12-31";"10-K";"cnx-20231231.htm"
"29002";"0000950170-24-013363";"2023-12-31";"10-K";"diod-20231231.htm"
"1381668";"0001381668-23-000092";"2023-09-30";"10-K";"tfsl-20230930.htm"
"1590717";"0001628280-24-003863";"2023-12-31";"10-K";"ctre-20231231.htm"
"1492298";"0001492298-24-000008";"2023-12-31";"10-K";"sbra-20231231.htm"
"1126956";"0001437749-23-032284";"2023-09-30";"10-K";"spre20230930_10k.htm"
"1902733";"0001902733-23-000024";"2023-01-31";"10-K";"ncno-20230131.htm"
"1760965";"0001760965-24-000013";"2023-12-30";"10-K";"ktb-20231230.htm"
"1585364";"0001585364-24-000009";"2023-12-31";"10-K";"prgo-20231231.htm"
"0001840776";"0001840776-24-000022";"2023-12-31";"10-K";"hgty-20231231.htm"
"1469367";"0001469367-24-000024";"2023-12-31";"10-K";"run-20231231.htm"
"0000874238";"0000874238-24-000032";"2023-12-31";"10-K";"strl-20231231.htm"
"1610250";"0001558370-23-010209";"2023-04-01";"10-K";"boot-20230401x10k.htm"
"1822479";"0001822479-24-000011";"2023-12-31";"10-K";"shc-20231231.htm"
"832988";"0000832988-23-000032";"2023-01-28";"10-K";"sig-20230128.htm"
"0001000753";"0001000753-24-000012";"2023-12-31";"10-K";"nsp-20231231.htm"
"25232";"0000025232-24-000004";"2023-12-31";"10-K";"cuz-20231231.htm"
"1699136";"0001699136-24-000007";"2023-12-31";"10-K";"whd-20231231.htm"
"1600438";"0001628280-23-023126";"2023-04-30";"10-K";"gms-20230430.htm"
"1012019";"0001437749-24-005362";"2023-12-31";"10-K";"rusha20231231_10k.htm"
"1949543";"0000950170-24-022649";"2023-12-31";"10-K";"str-20231231.htm"
"912242";"0000912242-24-000026";"2023-12-31";"10-K";"mac-20231231.htm"
"1568651";"0001568651-24-000006";"2023-12-31";"10-K";"oscr-20231231.htm"
"0000723612";"0000723612-24-000007";"2023-12-31";"10-K";"car-20231231.htm"
"46765";"0000046765-23-000069";"2023-09-30";"10-K";"hp-20230930.htm"
"1835681";"0001835681-24-000016";"2023-12-31";"10-K";"pwsc-20231231.htm"
"1977303";"0001977303-24-000008";"2023-12-31";"10-K";"lthm-20231231.htm"
"66756";"0000066756-24-000007";"2023-12-31";"10-K";"ale-20231231.htm"
"1651311";"0000950170-24-022055";"2023-12-31";"10-K";"mrus-20231231.htm"
"1561894";"0001561894-24-000009";"2023-12-31";"10-K";"hasi-20231231.htm"
"56679";"0001628280-23-023772";"2023-04-30";"10-K";"kfy-20230430.htm"
"719413";"0000950170-24-015673";"2023-12-31";"10-K";"hl-20231231.htm"
"1038074";"0001104659-24-025535";"2023-12-30";"10-K";"slab-20231230x10k.htm"
"700564";"0000700564-24-000012";"2023-12-31";"10-K";"fult-20231231.htm"
"1418121";"0000950170-24-018793";"2023-12-31";"10-K";"aple-20231231.htm"
"711377";"0000950170-23-042861";"2023-05-31";"10-K";"neog-20230531.htm"
"883948";"0000883948-24-000030";"2023-12-31";"10-K";"aub-20231231x10k.htm"
"745308";"0001558370-24-001435";"2023-12-31";"10-K";"joe-20231231x10k.htm"
"1633978";"0001628280-23-030374";"2023-07-01";"10-K";"lite-20230701.htm"
"1497770";"0001558370-24-001538";"2023-12-31";"10-K";"wd-20231231x10k.htm"
"1780312";"0000950170-24-039342";"2023-12-31";"10-K";"asts-20231231.htm"
"817720";"0000950170-23-043521";"2023-06-24";"10-K";"syna-20230624.htm"
"1057706";"0001057706-24-000004";"2023-12-31";"10-K";"fbp2023123110k.htm"
"50725";"0000050725-23-000055";"2023-09-30";"10-K";"gff-20230930.htm"
"72333";"0000072333-23-000037";"2023-01-28";"10-K";"jwn-20230128.htm"
"1108426";"0001108426-24-000008";"2023-12-31";"10-K";"pnm-20231231.htm"
"1088856";"0001628280-24-005055";"2023-12-31";"10-K";"cort-20231231.htm"
"0001676725";"0000950170-24-017093";"2023-12-31";"10-K";"idya-20231231.htm"
"0001638833";"0001638833-24-000029";"2023-12-31";"10-K";"sgry-20231231.htm"
"1627223";"0000950170-24-037171";"2023-12-31";"10-K";"cc-20231231.htm"
"857855";"0000857855-24-000010";"2023-12-31";"10-K";"ucbi-20231231.htm"
"1810546";"0001628280-24-006922";"2023-12-31";"10-K";"ebc-20231231.htm"
"1620533";"0001620533-24-000023";"2023-12-27";"10-K";"shak-20231227.htm"
"879407";"0001628280-23-040219";"2023-09-30";"10-K";"arwr-20230930.htm"
"0001164863";"0001164863-24-000015";"2023-12-31";"10-K";"npo-20231231.htm"
"7789";"0000007789-24-000009";"2023-12-31";"10-K";"asb-20231231.htm"
"1451809";"0001451809-24-000052";"2023-12-31";"10-K";"sitm-20231231.htm"
"1981792";"0001628280-24-007207";"2023-12-31";"10-K";"hhh-20231231.htm"
"1577526";"0001628280-23-022983";"2023-04-30";"10-K";"ai-20230430.htm"
"1158449";"0001158449-24-000048";"2023-12-30";"10-K";"aap-20231230.htm"
"1588978";"0001588978-24-000006";"2023-12-31";"10-K";"prct-20231231.htm"
"1691303";"0001691303-24-000008";"2023-12-31";"10-K";"hcc-20231231.htm"
"25445";"0001628280-24-006375";"2023-12-31";"10-K";"cxt-20231231.htm"
"717954";"0000950170-23-055282";"2023-08-26";"10-K";"unf-20230826.htm"
"1295947";"0001295947-23-000017";"2023-03-31";"10-K";"pbh-20230331.htm"
"1688568";"0001688568-23-000030";"2023-03-31";"10-K";"dxc-20230331.htm"
"1819928";"0001558370-24-002008";"2023-12-31";"10-K";"dv-20231231x10k.htm"
"0000760498";"0000950170-24-020908";"2023-12-31";"10-K";"banf-20231231.htm"
"1929561";"0001929561-24-000032";"2023-12-31";"10-K";"rxo-20231231.htm"
"1361658";"0001361658-24-000007";"2023-12-31";"10-K";"tnl-20231231.htm"
"1564902";"0000950170-24-023162";"2023-12-31";"10-K";"prks-20231231.htm"
"104889";"0000104889-24-000010";"2023-12-31";"10-K";"ghc-20231231.htm"
"1694028";"0001694028-24-000006";"2023-12-31";"10-K";"lbrt-20231231.htm"
"310142";"0001140361-24-008963";"2023-12-31";"10-K";"ef20015292_10k.htm"
"1424182";"0000950170-24-018725";"2023-12-31";"10-K";"bnl-20231231.htm"
"0001677576";"0001558370-24-001866";"2023-12-31";"10-K";"iipr-20231231x10k.htm"
"828944";"0001628280-24-007987";"2023-12-31";"10-K";"wsfs-20231231.htm"
"1603756";"0001603756-24-000036";"2023-12-31";"10-K";"axnx-20231231.htm"
"1570827";"0000950170-24-022869";"2023-12-31";"10-K";"vctr-20231231.htm"
"793733";"0001558370-24-001237";"2023-12-31";"10-K";"skyw-20231231x10k.htm"
"30697";"0000030697-24-000004";"2023-12-31";"10-K";"wen-20231231.htm"
"1389050";"0001389050-24-000007";"2023-12-31";"10-K";"aroc-20231231x10k.htm"
"1280784";"0001280784-24-000007";"2023-12-31";"10-K";"htgc-20231231.htm"
"42582";"0000950170-24-014240";"2023-12-31";"10-K";"gt-20231231.htm"
"105132";"0000105132-23-000059";"2023-08-31";"10-K";"wdfc-20230831.htm"
"1459200";"0001459200-24-000008";"2023-12-31";"10-K";"alrm-20231231.htm"
"871763";"0000950170-24-016399";"2023-12-31";"10-K";"man-20231231.htm"
"771497";"0000771497-23-000025";"2023-10-31";"10-K";"abm-20231031.htm"
"1061630";"0001061630-24-000029";"2023-12-31";"10-K";"bxmt-20231231.htm"
"1045450";"0001045450-24-000027";"2023-12-31";"10-K";"epr-20231231.htm"
"1664703";"0001628280-24-005035";"2023-12-31";"10-K";"be-20231231.htm"
"1714899";"0001714899-24-000086";"2023-12-31";"10-K";"dnli-20231231.htm"
"1337619";"0001337619-24-000005";"2023-12-31";"10-K";"env-20231231.htm"
"0001581280";"0001628280-23-039767";"2023-09-30";"10-K";"twst-20230930.htm"
"1786205";"0000950170-24-022048";"2023-12-31";"10-K";"aclx-20231231.htm"
"1418819";"0001418819-24-000008";"2023-12-31";"10-K";"irdm-20231231.htm"
"860413";"0000860413-24-000016";"2023-12-31";"10-K";"fibk-20231231.htm"
"884713";"0000884713-24-000022";"2023-12-30";"10-K";"prmw-20231230.htm"
"1702744";"0001702744-23-000098";"2023-08-26";"10-K";"atk-20230826.htm"
"1841804";"0000950170-24-017904";"2023-12-31";"10-K";"inst-20231231.htm"
"278166";"0000278166-23-000032";"2023-04-01";"10-K";"cvco-20230401.htm"
"746598";"0000746598-23-000058";"2023-07-31";"10-K";"brc-20230731.htm"
"1069258";"0001069258-24-000007";"2023-12-31";"10-K";"ktos-20231231.htm"
"1718227";"0001718227-23-000081";"2023-09-30";"10-K";"road-20230930.htm"
"1167419";"0001558370-24-001550";"2023-12-31";"10-K";"riot-20231231x10k.htm"
"1224608";"0001224608-24-000009";"2023-12-31";"10-K";"cno-20231231.htm"
"1373670";"0001373670-24-000008";"2023-12-31";"10-K";"grbk-20231231.htm"
"1288847";"0001288847-24-000012";"2023-12-31";"10-K";"fivn-20231231.htm"
"1529274";"0001529274-24-000029";"2023-12-31";"10-K";"alk-20231231.htm"
"103730";"0000103730-24-000034";"2023-12-31";"10-K";"form10k.htm"
"1477720";"0001477720-23-000012";"2023-01-31";"10-K";"asan-20230131.htm"
"1935979";"0001935979-24-000010";"2023-12-31";"10-K";"bhvn-20231231.htm"
"949870";"0000950170-24-021189";"2023-12-30";"10-K";"sam-20231230.htm"
"785956";"0001437749-23-033110";"2023-09-30";"10-K";"jjsf20230923_10k.htm"
"1433660";"0001433660-24-000008";"2023-12-31";"10-K";"jbt-20231231.htm"
"1086600";"0001558370-24-001616";"2023-12-31";"10-K";"arlp-20231231x10k.htm"
"1338749";"0000950170-24-015684";"2023-12-31";"10-K";"pch-20231231.htm"
"785786";"0000785786-23-000066";"2023-09-30";"10-K";"plxs-20230930.htm"
"81362";"0000081362-24-000020";"2023-12-31";"10-K";"kwr-20231231.htm"
"1054905";"0000950170-24-014960";"2023-12-31";"10-K";"iosp-20231231.htm"
"723188";"0001410578-24-000095";"2023-12-31";"10-K";"cbu-20231231x10k.htm"
"913241";"0001628280-24-008331";"2023-12-31";"10-K";"shoo-20231231.htm"
"0001621434";"0001628280-24-005670";"2023-12-31";"10-K";"bsm-20231231.htm"
"894315";"0000950170-24-019352";"2023-12-31";"10-K";"sitc-20231231.htm"
"1048268";"0001048268-23-000097";"2023-09-30";"10-K";"iesc-20230930.htm"
"1582313";"0000950170-24-023177";"2023-12-31";"10-K";"xene-20231231.htm"
"1809519";"0001809519-24-000032";"2023-12-31";"10-K";"gdrx-20231231.htm"
"0001820872";"0001820872-24-000005";"2023-12-31";"10-K";"gbtg-20231231.htm"
"877860";"0000877860-24-000010";"2023-12-31";"10-K";"nhi-20231231.htm"
"1158324";"0001410578-24-000091";"2023-12-31";"10-K";"ccoi-20231231x10k.htm"
"1368514";"0001140361-24-010147";"2023-12-31";"10-K";"ef20015264_10k.htm"
"1531048";"0001531048-24-000024";"2023-12-31";"10-K";"nari-20231231.htm"
"1670592";"0001670592-24-000007";"2023-12-30";"10-K";"yeti-20231230.htm"
"1740332";"0001740332-24-000019";"2023-12-31";"10-K";"rezi-20231231.htm"
"64996";"0000064996-24-000002";"2023-12-31";"10-K";"mcy-20231231.htm"
"1993004";"0001993004-24-000006";"2023-12-31";"10-K";"nweg-20231231.htm"
"1541401";"0001628280-24-007642";"2023-12-31";"10-K";"esrt-20231231.htm"
"36377";"0001558370-24-001995";"2023-12-31";"10-K";"fhb-20231231x10k.htm"
"1350593";"0001350593-23-000060";"2023-09-30";"10-K";"mwa-20230930.htm"
"896262";"0000896262-24-000014";"2023-12-31";"10-K";"amed-20231231.htm"
"899715";"0000899715-24-000044";"2023-12-31";"10-K";"skt-20231231.htm"
"16160";"0001562762-23-000287";"2023-06-03";"10-K";"calm-20230603_10K.htm"
"866706";"0001410578-23-002596";"2023-09-30";"10-K";"ese-20230930x10k.htm"
"1417398";"0001417398-23-000094";"2023-09-30";"10-K";"hi-20230930.htm"
"1617406";"0001617406-24-000018";"2023-12-31";"10-K";"pk-20231231.htm"
"1576940";"0001576940-24-000005";"2023-12-31";"10-K";"ccs-20231231x10k.htm"
"861842";"0001437749-24-005948";"2023-12-31";"10-K";"caty20231231_10k.htm"
"1077428";"0001077428-24-000040";"2023-12-31";"10-K";"tcbi-20231231.htm"
"933974";"0001558370-23-019262";"2023-09-30";"10-K";"azta-20230930x10k.htm"
"1388658";"0001388658-24-000014";"2023-12-31";"10-K";"irtc-20231231.htm"
"860546";"0000860546-24-000013";"2023-12-31";"10-K";"ofc-20231231.htm"
"0001001316";"0001437749-24-006144";"2023-12-31";"10-K";"tgtx20231231_10k.htm"
"0000816761";"0000816761-24-000023";"2023-12-31";"10-K";"tdc-20231231.htm"
"1405495";"0001405495-24-000052";"2023-12-31";"10-K";"idcc-20231231.htm"
"0001984060";"0000950170-24-021342";"2023-12-31";"10-K";"aesi-20231231.htm"
"868780";"0000868780-24-000011";"2023-12-31";"10-K";"dorm-20231231.htm"
"1637873";"0000950170-24-018066";"2023-12-31";"10-K";"acva-20231231.htm"
"1547903";"0001547903-24-000035";"2023-12-31";"10-K";"nmih-20231231.htm"
"921082";"0000921082-24-000006";"2023-12-31";"10-K";"hiw-20231231.htm"
"43920";"0000043920-23-000068";"2023-10-31";"10-K";"gef-20231031.htm"
"23194";"0000950170-24-016532";"2023-12-31";"10-K";"crk-20231231.htm"
"883984";"0000883984-24-000005";"2023-12-31";"10-K";"icui-20231231.htm"
"88121";"0000088121-24-000025";"2023-12-31";"10-K";"seb-20231231x10k.htm"
"1157408";"0001558370-23-015003";"2023-06-30";"10-K";"lrn-20230630x10k.htm"
"1524358";"0001524358-24-000006";"2023-12-31";"10-K";"vac-20231231.htm"
"910108";"0001444838-24-000053";"2023-12-31";"10-K";"lxp-20231231.htm"
"1364250";"0001364250-24-000012";"2023-12-31";"10-K";"nysedei-20231231.htm"
"1178879";"0001178879-24-000003";"2023-12-31";"10-K";"fold-20231231.htm"
"1628369";"0001628369-24-000005";"2023-12-31";"10-K";"cwk-20231231.htm"
"1070494";"0000950170-24-021473";"2023-12-31";"10-K";"acad-20231231.htm"
"1161728";"0000950170-24-017706";"2023-12-31";"10-K";"mgee-20231231.htm"
"1384905";"0001384905-24-000013";"2023-12-31";"10-K";"rng-20231231.htm"
"0001649904";"0001558370-24-002181";"2023-12-31";"10-K";"rytm-20231231x10k.htm"
"0001856314";"0001856314-24-000023";"2023-12-31";"10-K";"you-20231231.htm"
"1690680";"0001690680-24-000006";"2023-12-31";"10-K";"nmrk-20231231.htm"
"1035201";"0001035201-24-000004";"2023-12-31";"10-K";"cwt-20231231.htm"
"0001361538";"0001558370-24-001719";"2023-12-31";"10-K";"prim-20231231x10k.htm"
"1685040";"0001685040-24-000007";"2023-12-31";"10-K";"bhf-20231231.htm"
"1517302";"0001517302-24-000015";"2023-12-31";"10-K";"apam-20231231.htm"
"805676";"0000805676-24-000037";"2023-12-31";"10-K";"prk-20231231.htm"
"1056903";"0001628280-24-005922";"2023-12-31";"10-K";"awr-20231231.htm"
"1639691";"0001639691-24-000021";"2023-12-31";"10-K";"livn-20231231.htm"
"1553079";"0001628280-24-007675";"2023-12-31";"10-K";"esrt-20231231.htm"
"1856485";"0001856485-24-000008";"2023-12-31";"10-K";"syl-20231231.htm"
"0000861459";"0000861459-24-000006";"2023-12-31";"10-K";"gva-20231231.htm"
"703351";"0000703351-23-000043";"2023-06-28";"10-K";"eat-20230628.htm"
"730464";"0001558370-23-014509";"2023-06-30";"10-K";"atge-20230630x10k.htm"
"1111335";"0001111335-24-000018";"2023-12-31";"10-K";"vc-20231231.htm"
"1582961";"0001582961-24-000031";"2023-12-31";"10-K";"docn-20231231.htm"
"78749";"0000950170-23-023196";"2023-03-31";"10-K";"agys-20230331.htm"
"1666134";"0001666134-24-000003";"2023-12-31";"10-K";"bl-20231231.htm"
"1287865";"0000950170-24-023248";"2023-12-31";"10-K";"mpw-20231231.htm"
"104918";"0000950170-24-017421";"2023-12-31";"10-K";"ava-20231231.htm"
"1013934";"0001013934-24-000004";"2023-12-31";"10-K";"stra-20231231.htm"
"1056288";"0001056288-24-000006";"2023-12-31";"10-K";"fhi-20231231.htm"
"1825088";"0001825088-24-000015";"2023-12-31";"10-K";"dfh-20231231.htm"
"1727263";"0001562762-24-000041";"2023-12-31";"10-K";"ftdr-20231231x10k.htm"
"1276520";"0001193125-24-051772";"2023-12-31";"10-K";"d699556d10k.htm"
"1868941";"0001868941-23-000085";"2023-09-30";"10-K";"flnc-20230930.htm"
"1831097";"0001628280-24-007242";"2023-12-31";"10-K";"agl-20231231.htm"
"1828016";"0001828016-24-000006";"2023-12-31";"10-K";"playtika-20231231.htm"
"936528";"0000936528-23-000207";"2023-09-30";"10-K";"wfsl-20230930.htm"
"1710366";"0001710366-24-000006";"2023-12-31";"10-K";"ceix-20231231.htm"
"874499";"0001628280-24-007527";"2023-12-31";"10-K";"gpor-20231231.htm"
"1477815";"0001628280-24-008066";"2023-12-31";"10-K";"sg-20231231.htm"
"1821586";"0001821586-24-000008";"2023-12-31";"10-K";"mnlk-20231231.htm"
"891014";"0000891014-24-000014";"2023-12-31";"10-K";"form10k.htm"
"1438133";"0001438133-24-000028";"2023-12-31";"10-K";"tndm-20231231.htm"
"837465";"0000837465-24-000016";"2023-12-31";"10-K";"ely-20231231.htm"
"819793";"0000819793-24-000012";"2023-12-31";"10-K";"ain-20231231.htm"
"921738";"0000921738-24-000012";"2023-12-31";"10-K";"penn-20231231.htm"
"1679049";"0001558370-24-002108";"2023-12-31";"10-K";"insw-20231231x10k.htm"
"1504008";"0001504008-24-000006";"2023-12-31";"10-K";"bku-20231231.htm"
"0001336917";"0001336917-23-000021";"2023-03-31";"10-K";"ua-20230331.htm"
"1974640";"0001558370-24-002406";"2023-12-31";"10-K";"apge-20231231x10k.htm"
"1679363";"0001679363-24-000013";"2023-12-31";"10-K";"morf-20231231.htm"
"885590";"0000885590-24-000011";"2023-12-31";"10-K";"bhc-20231231.htm"
"0000763744";"0000763744-24-000023";"2023-12-31";"10-K";"lcii-20231231.htm"
"1757073";"0001757073-24-000019";"2023-12-31";"10-K";"nvst-20231231.htm"
"752714";"0000950170-24-017876";"2023-12-31";"10-K";"mgrc-20231231.htm"
"940942";"0000950170-24-021432";"2023-12-31";"10-K";"hubg-20231231.htm"
"1064728";"0001064728-24-000021";"2023-12-31";"10-K";"btu-20231231.htm"
"1439222";"0001439222-24-000035";"2023-12-31";"10-K";"agio-20231231.htm"
"354647";"0000950170-24-022216";"2023-12-31";"10-K";"cvbf-20231231.htm"
"0001795139";"0000950170-24-022653";"2023-12-31";"10-K";"gtbif-20231231.htm"
"1575828";"0001437749-24-005041";"2023-12-31";"10-K";"fi20231231_10k.htm"
"1781755";"0001781755-24-000016";"2023-12-31";"10-K";"brp-20231231.htm"
"56978";"0000056978-23-000172";"2023-09-30";"10-K";"klic-20230930.htm"
"894405";"0001558370-24-001622";"2023-12-31";"10-K";"arcb-20231231x10k.htm"
"76605";"0000076605-24-000078";"2023-12-31";"10-K";"patk-20231231.htm"
"1773427";"0001773427-24-000010";"2023-12-31";"10-K";"swtx-20231231.htm"
"46195";"0000950170-24-023196";"2023-12-31";"10-K";"boh-20231231.htm"
"1028918";"0001028918-24-000017";"2023-12-31";"10-K";"ppbi-20231231.htm"
"886744";"0000950170-24-022056";"2023-12-31";"10-K";"gern-20231231.htm"
"1522540";"0001628280-24-007663";"2023-12-31";"10-K";"mq-20231231.htm"
"1494259";"0000950170-24-020157";"2023-12-31";"10-K";"carg-20231231.htm"
"90498";"0001628280-24-007263";"2023-12-31";"10-K";"sfnc-20231231.htm"
"1834622";"0001834622-24-000010";"2023-12-31";"10-K";"hayw-20231231.htm"
"1565687";"0000950170-23-047051";"2023-06-30";"10-K";"inta-20230630.htm"
"1362004";"0000950170-24-021617";"2023-12-31";"10-K";"icfi-20231231.htm"
"0001522727";"0001522727-24-000008";"2023-12-31";"10-K";"usac-20231231.htm"
"1041803";"0001041803-23-000054";"2023-08-31";"10-K";"psmt-20230831.htm"
"1385280";"0000950170-24-016143";"2023-12-31";"10-K";"cnk-20231231.htm"
"1958140";"0001558370-24-002078";"2023-12-31";"10-K";"batra-20231231x10k.htm"
"39899";"0000039899-24-000006";"2023-12-31";"10-K";"tgna-20231231.htm"
"1037676";"0001558370-24-001229";"2023-12-31";"10-K";"arch-20231231x10k.htm"
"1819994";"0000950170-24-022160";"2023-12-31";"10-K";"rklb-20231231.htm"
"1828318";"0001828318-24-000021";"2023-12-31";"10-K";"envx-20231231.htm"
"99780";"0000099780-24-000017";"2023-12-31";"10-K";"trn-20231231.htm"
"1551306";"0001551306-24-000031";"2023-12-31";"10-K";"pgny-20231231.htm"
"0001858257";"0000950170-24-023077";"2023-12-31";"10-K";"avdx-20231231.htm"
"73756";"0000073756-24-000008";"2023-12-31";"10-K";"oii-20231231.htm"
"1692787";"0001692787-24-000011";"2023-12-31";"10-K";"apa-20231231.htm"
"19745";"0001628280-24-005944";"2023-12-31";"10-K";"cpk-20231231.htm"
"1782170";"0001782170-24-000037";"2023-12-31";"10-K";"rely-20231231.htm"
"1815442";"0000950170-24-018414";"2023-12-31";"10-K";"kymr-20231231.htm"
"776901";"0000776901-24-000069";"2023-12-31";"10-K";"indb-20231231.htm"
"1295401";"0001562762-24-000049";"2023-12-31";"10-K";"tbbk-20231231x10k.htm"
"1679688";"0001679688-24-000021";"2023-12-31";"10-K";"dbrg-20231231.htm"
"814453";"0000814453-24-000017";"2023-12-31";"10-K";"nwl-20231231.htm"
"1085869";"0001085869-24-000040";"2023-12-31";"10-K";"prft-20231231.htm"
"895419";"0000895419-23-000061";"2023-06-25";"10-K";"wolf-20230625.htm"
"1834488";"0001834488-24-000032";"2023-12-31";"10-K";"nabl-20231231.htm"
"1603145";"0001603145-24-000005";"2023-12-31";"10-K";"nep-20231231.htm"
"913760";"0000913760-23-000159";"2023-09-30";"10-K";"intl-20230930.htm"
"107140";"0000107140-23-000092";"2023-04-30";"10-K";"jwa-20230430.htm"
"1509991";"0001509991-24-000029";"2023-12-31";"10-K";"kos-20231231.htm"
